operator_name,presence,left_kernel_type_count,right_kernel_type_count,left_shape_dtype_variant_count,right_shape_dtype_variant_count,left_event_count,right_event_count,left_time_us,right_time_us,left_percent,right_percent,percent_point_delta
_C_custom_ar::all_reduce,both,1,1,34,34,1024,256,11239.094,1499.12,0.068114,0.024546,-0.043568
aten::_index_put_impl_,both,1,1,3,3,990,990,5263.855,5260.159,0.031901,0.086126,0.054225
aten::add,both,1,1,101,101,2114,578,2418.267,682.134,0.014656,0.011169,-0.003487
aten::argmax,both,1,1,64,64,1057,289,72273.97,19155.665,0.438012,0.313643,-0.12437
aten::bitwise_not,both,1,1,3,3,990,990,1235.61,1234.748,0.007488,0.020217,0.012729
aten::cat,both,1,1,64,64,1920,1920,30272.718,30256.537,0.183466,0.495401,0.311935
aten::copy_,both,5,5,390,390,12199,7591,116297.708,39751.349,0.704816,0.650863,-0.053952
aten::embedding,both,1,1,37,37,1057,289,2217.068,799.023,0.013436,0.013083,-0.000354
aten::exp,both,1,1,33,33,990,990,1656.677,1655.451,0.01004,0.027105,0.017065
aten::fill_,both,1,1,112,112,1347,579,1236.77,533.929,0.007495,0.008742,0.001247
aten::full,both,1,1,1,1,198,198,192.328,191.566,0.001166,0.003137,0.001971
aten::gt,both,1,1,33,33,99,99,102.18,102.268,0.000619,0.001674,0.001055
aten::index,both,3,3,28,28,3121,1585,8178.943,5538.786,0.049568,0.090689,0.041121
aten::masked_fill_,both,2,2,40,40,2047,1279,5474.913,4297.896,0.03318,0.070371,0.037191
aten::mm,both,18,18,88,88,9967,9199,849509.524,709011.564,5.148403,11.6089,6.460497
aten::mul,both,1,1,3,3,1320,1320,27855.17,27869.925,0.168815,0.456324,0.28751
aten::scatter_,both,1,1,17,17,17,17,24.32,24.669,0.000147,0.000404,0.000257
aten::sigmoid,both,1,1,3,3,1320,1320,1633.683,1635.14,0.009901,0.026773,0.016872
aten::sub,both,2,2,102,102,7495,2119,7578.761,2150.852,0.045931,0.035217,-0.010714
aten::zero_,both,1,1,3,3,1320,1320,13985.692,13986.792,0.084759,0.229011,0.144251
aten::zeros,both,1,1,1,1,2640,2640,2571.483,2570.579,0.015584,0.042089,0.026505
null,both,46,46,1,1,1316316,328668,12027206.876,2777843.248,72.890193,45.482623,-27.407571
record_param_comms,both,1,1,64,64,1057,289,89358.334,22770.97,0.541551,0.372837,-0.168714
symm_mem::two_shot_all_reduce_,both,1,1,3,3,1353,1353,552068.1,149162.46,3.345777,2.44229,-0.903486
triton_per_fused_1,both,1,1,3,3,990,990,35438.613,35407.887,0.214774,0.579746,0.364972
triton_poi_fused_0,both,1,1,9,9,1320,1320,20184.784,20180.782,0.122329,0.330427,0.208098
triton_poi_fused_2,both,1,1,3,3,33,33,48.9,48.671,0.000296,0.000797,0.000501
triton_poi_fused_3,both,1,1,3,3,297,297,411.916,410.505,0.002496,0.006721,0.004225
triton_poi_fused_5,both,1,1,6,6,990,990,7651.268,7658.985,0.04637,0.125403,0.079033
triton_poi_fused_7,both,1,1,3,3,330,330,11000.907,11015.636,0.06667,0.180363,0.113693
triton_poi_fused___and_____or___add_bitwise_not_ge_lt_mul_sub_0,both,1,1,36,36,1056,288,1174.781,332.611,0.00712,0.005446,-0.001674
triton_poi_fused___and_____or___add_ge_lt_mul_sub_0,both,1,1,1,1,1,1,1.215,1.184,7e-06,1.9e-05,1.2e-05
triton_poi_fused___and_____or___bitwise_not_ge_lt_1,both,1,1,1,1,1,1,1.056,1.056,6e-06,1.7e-05,1.1e-05
triton_poi_fused__to_copy__unsafe_view_add_clone_linear_mean_mul_pow_rsqrt_silu_view_2,both,1,1,3,3,990,990,20405.097,20436.322,0.123664,0.334611,0.210947
triton_poi_fused_add_2,both,1,1,3,3,330,330,10729.547,10742.264,0.065026,0.175887,0.110861
triton_poi_fused_add_4,both,1,1,3,3,990,990,32080.66,32050.359,0.194423,0.524772,0.330349
triton_poi_fused_mul_sigmoid_view_0,both,1,1,3,3,33,33,1025.011,1022.841,0.006212,0.016747,0.010535
triton_poi_fused_mul_silu_slice_0,both,1,1,3,3,1320,1320,12522.025,12515.538,0.075889,0.204921,0.129032
triton_red_fused_1,both,1,1,3,3,33,33,850.0,846.42,0.005151,0.013859,0.008707
triton_red_fused_6,both,1,1,3,3,330,330,5360.391,5360.294,0.032486,0.087766,0.05528
triton_red_fused__to_copy_add_copy__fused_add_rms_norm_moe_forward_shared_1,both,1,1,3,3,330,330,25932.411,25930.22,0.157162,0.424565,0.267403
triton_red_fused__to_copy_add_copy__fused_add_rms_norm_moe_forward_shared_3,both,1,1,3,3,990,990,80337.52,80281.485,0.486881,1.314478,0.827597
vllm::flashinfer_trtllm_fused_allreduce_norm,both,1,1,3,3,1320,1320,646559.098,266983.132,3.918434,4.37141,0.452976
vllm::moe_forward_shared,both,6,6,3,3,9240,9240,839426.242,838667.071,5.087294,13.731796,8.644502
vllm::qwen_gdn_attention_core,both,4,4,3,3,3930,3930,329252.308,329187.656,1.995415,5.389907,3.394493
vllm::unified_attention_with_output,both,1,1,3,3,330,330,583046.643,583271.639,3.533521,9.550115,6.016595
vllm::unified_kv_cache_update,both,1,1,3,3,330,330,7153.396,7145.182,0.043353,0.116991,0.073638
