operator_name,presence,left_kernel_type_count,right_kernel_type_count,left_shape_dtype_variant_count,right_shape_dtype_variant_count,left_event_count,right_event_count,left_time_us,right_time_us,left_percent,right_percent,percent_point_delta
SiluAndMul,right_only,0,2,0,37,0,11560,0.0,19364.834,0.0,0.234954,0.234954
_C_custom_ar::all_reduce,both,1,1,34,34,256,20736,1499.12,104118.995,0.024546,1.26328,1.238735
aten::_index_put_impl_,both,1,1,3,3,990,990,5260.159,5210.754,0.086126,0.063222,-0.022904
aten::add,both,1,2,101,396,578,108086,682.134,345540.578,0.011169,4.192459,4.18129
aten::argmax,both,1,1,64,64,289,289,19155.665,19046.354,0.313643,0.23109,-0.082552
aten::bitwise_not,both,1,1,3,3,990,990,1234.748,1232.278,0.020217,0.014951,-0.005266
aten::cat,both,1,1,64,212,1920,13480,30256.537,54591.891,0.495401,0.662366,0.166965
aten::copy_,both,5,7,390,981,7591,230868,39751.349,1259321.721,0.650863,15.279406,14.628543
aten::embedding,both,1,1,37,37,289,289,799.023,789.998,0.013083,0.009585,-0.003498
aten::exp,both,1,1,33,33,990,990,1655.451,1610.817,0.027105,0.019544,-0.007561
aten::fill_,both,1,1,112,64,579,555,533.929,513.728,0.008742,0.006233,-0.002509
aten::full,both,1,1,1,1,198,198,191.566,191.686,0.003137,0.002326,-0.000811
aten::gt,both,1,1,33,33,99,99,102.268,120.611,0.001674,0.001463,-0.000211
aten::index,both,3,3,28,56,1585,4475,5538.786,20030.006,0.090689,0.243025,0.152336
aten::masked_fill_,both,2,2,40,40,1279,1279,4297.896,4307.324,0.070371,0.052261,-0.01811
aten::mean,right_only,0,1,0,148,0,37859,0.0,219440.007,0.0,2.662475,2.662475
aten::mm,both,18,43,88,360,9199,79399,709011.564,1048475.525,11.6089,12.7212,1.1123
aten::mul,both,1,3,3,481,1320,121958,27869.925,598237.148,0.456324,7.258438,6.802114
aten::pow,right_only,0,1,0,148,0,37859,0.0,305900.597,0.0,3.711506,3.711506
aten::rsqrt,right_only,0,1,0,145,0,37859,0.0,41580.798,0.0,0.504502,0.504502
aten::scatter_,both,1,1,17,17,17,17,24.669,22.913,0.000404,0.000278,-0.000126
aten::sigmoid,both,1,1,3,74,1320,14450,1635.14,24440.417,0.026773,0.296537,0.269764
aten::silu,right_only,0,1,0,37,0,8670,0.0,54370.589,0.0,0.659681,0.659681
aten::sub,both,2,2,102,202,2119,7899,2150.852,9724.967,0.035217,0.117993,0.082777
aten::zero_,both,1,1,3,3,1320,1320,13986.792,14006.862,0.229011,0.169946,-0.059065
aten::zeros,both,1,1,1,1,2640,31390,2570.579,40496.86,0.042089,0.49135,0.449261
null,both,46,1,1,1,328668,1156,2777843.248,3266.78,45.482623,0.039636,-45.442987
record_param_comms,both,1,1,64,64,289,289,22770.97,22307.857,0.372837,0.270662,-0.102175
symm_mem::two_shot_all_reduce_,both,1,1,3,3,1353,2673,149162.46,294213.831,2.44229,3.569709,1.127419
triton_per_fused_1,left_only,1,0,3,0,990,0,35407.887,0.0,0.579746,0.0,-0.579746
triton_poi_fused_0,left_only,1,0,9,0,1320,0,20180.782,0.0,0.330427,0.0,-0.330427
triton_poi_fused_2,left_only,1,0,3,0,33,0,48.671,0.0,0.000797,0.0,-0.000797
triton_poi_fused_3,left_only,1,0,3,0,297,0,410.505,0.0,0.006721,0.0,-0.006721
triton_poi_fused_5,left_only,1,0,6,0,990,0,7658.985,0.0,0.125403,0.0,-0.125403
triton_poi_fused_7,left_only,1,0,3,0,330,0,11015.636,0.0,0.180363,0.0,-0.180363
triton_poi_fused___and_____or___add_bitwise_not_ge_lt_mul_sub_0,both,1,1,36,36,288,288,332.611,366.512,0.005446,0.004447,-0.000999
triton_poi_fused___and_____or___add_ge_lt_mul_sub_0,both,1,1,1,1,1,1,1.184,1.216,1.9e-05,1.5e-05,-5e-06
triton_poi_fused___and_____or___bitwise_not_ge_lt_1,both,1,1,1,1,1,1,1.056,1.056,1.7e-05,1.3e-05,-4e-06
triton_poi_fused__to_copy__unsafe_view_add_clone_linear_mean_mul_pow_rsqrt_silu_view_2,left_only,1,0,3,0,990,0,20436.322,0.0,0.334611,0.0,-0.334611
triton_poi_fused_add_2,left_only,1,0,3,0,330,0,10742.264,0.0,0.175887,0.0,-0.175887
triton_poi_fused_add_4,left_only,1,0,3,0,990,0,32050.359,0.0,0.524772,0.0,-0.524772
triton_poi_fused_mul_sigmoid_view_0,left_only,1,0,3,0,33,0,1022.841,0.0,0.016747,0.0,-0.016747
triton_poi_fused_mul_silu_slice_0,left_only,1,0,3,0,1320,0,12515.538,0.0,0.204921,0.0,-0.204921
triton_red_fused_1,left_only,1,0,3,0,33,0,846.42,0.0,0.013859,0.0,-0.013859
triton_red_fused_6,left_only,1,0,3,0,330,0,5360.294,0.0,0.087766,0.0,-0.087766
triton_red_fused__to_copy_add_copy__fused_add_rms_norm_moe_forward_shared_1,left_only,1,0,3,0,330,0,25930.22,0.0,0.424565,0.0,-0.424565
triton_red_fused__to_copy_add_copy__fused_add_rms_norm_moe_forward_shared_3,left_only,1,0,3,0,990,0,80281.485,0.0,1.314478,0.0,-1.314478
vllm::flashinfer_trtllm_fused_allreduce_norm,left_only,1,0,3,0,1320,0,266983.132,0.0,4.37141,0.0,-4.37141
vllm::moe_forward_shared,both,6,8,3,37,9240,90560,838667.071,2177742.535,13.731796,26.422647,12.690851
vllm::qwen_gdn_attention_core,both,4,6,3,37,3930,19290,329187.656,685838.164,5.389907,8.321305,2.931397
vllm::unified_attention_with_output,both,1,2,3,37,330,5450,583271.639,854159.075,9.550115,10.36355,0.813435
vllm::unified_kv_cache_update,both,1,1,3,37,330,2890,7145.182,11369.216,0.116991,0.137943,0.020953
