operator_name,presence,left_kernel_type_count,right_kernel_type_count,left_shape_dtype_variant_count,right_shape_dtype_variant_count,left_event_count,right_event_count,left_time_us,right_time_us,left_percent,right_percent,percent_point_delta
SiluAndMul,both,2,2,37,37,21800,11560,33173.161,19364.834,0.258173,0.234954,-0.023218
_C_custom_ar::all_reduce,both,1,1,34,34,41472,20736,461169.163,104118.995,3.589085,1.26328,-2.325804
aten::_index_put_impl_,both,1,1,3,3,990,990,5207.381,5210.754,0.040527,0.063222,0.022695
aten::add,both,2,2,396,396,203830,108086,458602.571,345540.578,3.56911,4.192459,0.623349
aten::argmax,both,1,1,64,64,545,289,36582.15,19046.354,0.284703,0.23109,-0.053613
aten::bitwise_not,both,1,1,3,3,990,990,1238.839,1232.278,0.009641,0.014951,0.00531
aten::cat,both,1,1,212,212,23720,13480,67796.531,54591.891,0.527632,0.662366,0.134734
aten::copy_,both,7,7,981,981,430292,230868,1768358.768,1259321.721,13.762388,15.279406,1.517018
aten::embedding,both,1,1,37,37,545,289,1251.128,789.998,0.009737,0.009585,-0.000152
aten::exp,both,1,1,33,33,990,990,1610.653,1610.817,0.012535,0.019544,0.007009
aten::fill_,both,1,1,64,64,811,555,752.686,513.728,0.005858,0.006233,0.000375
aten::full,both,1,1,1,1,198,198,191.328,191.686,0.001489,0.002326,0.000837
aten::gt,both,1,1,33,33,99,99,120.326,120.611,0.000936,0.001463,0.000527
aten::index,both,3,3,56,56,7547,4475,32201.956,20030.006,0.250614,0.243025,-0.007589
aten::masked_fill_,both,2,2,40,40,1535,1279,4706.344,4307.324,0.036627,0.052261,0.015633
aten::mean,both,1,1,148,148,71395,37859,271399.706,219440.007,2.112189,2.662475,0.550286
aten::mm,both,43,43,360,360,148775,79399,1515369.588,1048475.525,11.793481,12.7212,0.927719
aten::mul,both,3,3,481,481,229990,121958,746978.648,598237.148,5.813419,7.258438,1.445019
aten::pow,both,1,1,148,148,71395,37859,372859.07,305900.597,2.901804,3.711506,0.809701
aten::rsqrt,both,1,1,145,145,71395,37859,77378.553,41580.798,0.602205,0.504502,-0.097703
aten::scatter_,both,1,1,17,17,17,17,23.105,22.913,0.00018,0.000278,9.8e-05
aten::sigmoid,both,1,1,74,74,27250,14450,39592.211,24440.417,0.308129,0.296537,-0.011593
aten::silu,both,1,1,37,37,16350,8670,64719.195,54370.589,0.503682,0.659681,0.155999
aten::sub,both,2,2,202,202,14811,7899,17453.558,9724.967,0.135834,0.117993,-0.01784
aten::zero_,both,1,1,3,3,1320,1320,14007.468,14006.862,0.109014,0.169946,0.060932
aten::zeros,both,1,1,1,1,59550,31390,68311.946,40496.86,0.531643,0.49135,-0.040293
null,both,1,1,1,1,2180,1156,5715.615,3266.78,0.044482,0.039636,-0.004846
record_param_comms,both,1,1,64,64,545,289,46036.252,22307.857,0.358281,0.270662,-0.087618
symm_mem::two_shot_all_reduce_,both,1,1,3,3,2673,2673,882326.035,294213.831,6.86677,3.569709,-3.297061
triton_poi_fused___and_____or___add_bitwise_not_ge_lt_mul_sub_0,both,1,1,36,36,544,288,680.593,366.512,0.005297,0.004447,-0.00085
triton_poi_fused___and_____or___add_ge_lt_mul_sub_0,both,1,1,1,1,1,1,1.216,1.216,9e-06,1.5e-05,5e-06
triton_poi_fused___and_____or___bitwise_not_ge_lt_1,both,1,1,1,1,1,1,1.056,1.056,8e-06,1.3e-05,5e-06
vllm::moe_forward_shared,both,8,8,37,37,172480,90560,3624188.223,2177742.535,28.205524,26.422647,-1.782877
vllm::qwen_gdn_attention_core,both,6,6,37,37,34650,19290,1061192.345,685838.164,8.258811,8.321305,0.062494
vllm::unified_attention_with_output,both,2,2,37,37,10570,5450,1152327.841,854159.075,8.96808,10.36355,1.39547
vllm::unified_kv_cache_update,both,1,1,37,37,5450,2890,15688.961,11369.216,0.122101,0.137943,0.015843
