operator_name,presence,left_kernel_type_count,right_kernel_type_count,left_shape_dtype_variant_count,right_shape_dtype_variant_count,left_event_count,right_event_count,left_time_us,right_time_us,left_percent,right_percent,percent_point_delta
_C_custom_ar::all_reduce,both,1,1,34,34,512,256,3509.797,1499.12,0.038031,0.024546,-0.013485
aten::_index_put_impl_,both,1,1,3,3,990,990,5258.961,5260.159,0.056984,0.086126,0.029143
aten::add,both,1,1,101,101,1090,578,1263.792,682.134,0.013694,0.011169,-0.002525
aten::argmax,both,1,1,64,64,545,289,36883.202,19155.665,0.399651,0.313643,-0.086009
aten::bitwise_not,both,1,1,3,3,990,990,1238.272,1234.748,0.013417,0.020217,0.0068
aten::cat,both,1,1,64,64,1920,1920,30255.495,30256.537,0.327836,0.495401,0.167565
aten::copy_,both,5,5,390,390,9127,7591,65280.197,39751.349,0.70735,0.650863,-0.056486
aten::embedding,both,1,1,37,37,545,289,1274.422,799.023,0.013809,0.013083,-0.000726
aten::exp,both,1,1,33,33,990,990,1655.516,1655.451,0.017938,0.027105,0.009167
aten::fill_,both,1,1,112,112,835,579,769.354,533.929,0.008336,0.008742,0.000406
aten::full,both,1,1,1,1,198,198,191.812,191.566,0.002078,0.003137,0.001058
aten::gt,both,1,1,33,33,99,99,102.686,102.268,0.001113,0.001674,0.000562
aten::index,both,3,3,28,28,2097,1585,6419.14,5538.786,0.069555,0.090689,0.021133
aten::masked_fill_,both,2,2,40,40,1535,1279,4690.142,4297.896,0.05082,0.070371,0.019551
aten::mm,both,18,18,88,88,9455,9199,756148.607,709011.564,8.193317,11.6089,3.415583
aten::mul,both,1,1,3,3,1320,1320,27885.478,27869.925,0.302156,0.456324,0.154169
aten::scatter_,both,1,1,17,17,17,17,24.097,24.669,0.000261,0.000404,0.000143
aten::sigmoid,both,1,1,3,3,1320,1320,1630.735,1635.14,0.01767,0.026773,0.009103
aten::sub,both,2,2,102,102,3911,2119,3949.922,2150.852,0.0428,0.035217,-0.007583
aten::zero_,both,1,1,3,3,1320,1320,13984.419,13986.792,0.151529,0.229011,0.077481
aten::zeros,both,1,1,1,1,2640,2640,2566.038,2570.579,0.027805,0.042089,0.014284
null,both,46,46,1,1,657884,328668,5779534.069,2777843.248,62.624667,45.482623,-17.142044
record_param_comms,both,1,1,64,64,545,289,44896.477,22770.97,0.48648,0.372837,-0.113643
symm_mem::two_shot_all_reduce_,both,1,1,3,3,1353,1353,149438.333,149162.46,1.619253,2.44229,0.823038
triton_per_fused_1,both,1,1,3,3,990,990,35399.228,35407.887,0.383572,0.579746,0.196174
triton_poi_fused_0,both,1,1,9,9,1320,1320,20172.979,20180.782,0.218586,0.330427,0.111841
triton_poi_fused_2,both,1,1,3,3,33,33,49.281,48.671,0.000534,0.000797,0.000263
triton_poi_fused_3,both,1,1,3,3,297,297,412.485,410.505,0.00447,0.006721,0.002252
triton_poi_fused_5,both,1,1,6,6,990,990,7654.262,7658.985,0.082938,0.125403,0.042465
triton_poi_fused_7,both,1,1,3,3,330,330,10998.93,11015.636,0.11918,0.180363,0.061183
triton_poi_fused___and_____or___add_bitwise_not_ge_lt_mul_sub_0,both,1,1,36,36,544,288,614.39,332.611,0.006657,0.005446,-0.001211
triton_poi_fused___and_____or___add_ge_lt_mul_sub_0,both,1,1,1,1,1,1,1.216,1.184,1.3e-05,1.9e-05,6e-06
triton_poi_fused___and_____or___bitwise_not_ge_lt_1,both,1,1,1,1,1,1,1.055,1.056,1.1e-05,1.7e-05,6e-06
triton_poi_fused__to_copy__unsafe_view_add_clone_linear_mean_mul_pow_rsqrt_silu_view_2,both,1,1,3,3,990,990,20426.213,20436.322,0.22133,0.334611,0.113281
triton_poi_fused_add_2,both,1,1,3,3,330,330,10698.14,10742.264,0.115921,0.175887,0.059966
triton_poi_fused_add_4,both,1,1,3,3,990,990,32048.731,32050.359,0.347267,0.524772,0.177505
triton_poi_fused_mul_sigmoid_view_0,both,1,1,3,3,33,33,1024.697,1022.841,0.011103,0.016747,0.005644
triton_poi_fused_mul_silu_slice_0,both,1,1,3,3,1320,1320,12526.618,12515.538,0.135733,0.204921,0.069188
triton_red_fused_1,both,1,1,3,3,33,33,845.361,846.42,0.00916,0.013859,0.004699
triton_red_fused_6,both,1,1,3,3,330,330,5358.282,5360.294,0.05806,0.087766,0.029706
triton_red_fused__to_copy_add_copy__fused_add_rms_norm_moe_forward_shared_1,both,1,1,3,3,330,330,25921.753,25930.22,0.280878,0.424565,0.143687
triton_red_fused__to_copy_add_copy__fused_add_rms_norm_moe_forward_shared_3,both,1,1,3,3,990,990,80269.068,80281.485,0.869763,1.314478,0.444715
vllm::flashinfer_trtllm_fused_allreduce_norm,both,1,1,3,3,1320,1320,267025.282,266983.132,2.893377,4.37141,1.478034
vllm::moe_forward_shared,both,6,6,3,3,9240,9240,839032.761,838667.071,9.091416,13.731796,4.640381
vllm::qwen_gdn_attention_core,both,4,4,3,3,3930,3930,329209.149,329187.656,3.567176,5.389907,1.822732
vllm::unified_attention_with_output,both,1,1,3,3,330,330,583151.183,583271.639,6.318788,9.550115,3.231328
vllm::unified_kv_cache_update,both,1,1,3,3,330,330,7153.954,7145.182,0.077517,0.116991,0.039473
