operator_name,presence,left_kernel_type_count,right_kernel_type_count,left_shape_dtype_variant_count,right_shape_dtype_variant_count,left_event_count,right_event_count,left_time_us,right_time_us,left_percent,right_percent,percent_point_delta
SiluAndMul,both,2,2,38,37,42280,21800,72009.332,33173.161,0.344729,0.258173,-0.086556
_C_custom_ar::all_reduce,both,1,1,35,34,82942,41472,1325811.176,461169.163,6.347029,3.589085,-2.757944
aten::_index_put_impl_,both,1,1,3,3,1020,990,5380.153,5207.381,0.025756,0.040527,0.014771
aten::add,both,2,2,408,396,395311,203830,676868.638,458602.571,3.240359,3.56911,0.328751
aten::argmax,both,1,1,64,64,1057,545,71710.545,36582.15,0.343298,0.284703,-0.058595
aten::bitwise_not,both,1,1,3,3,1020,990,1267.354,1238.839,0.006067,0.009641,0.003574
aten::cat,both,1,1,218,212,44259,23720,94597.744,67796.531,0.452866,0.527632,0.074766
aten::copy_,both,7,7,1002,981,829307,430292,2778838.525,1768358.768,13.303076,13.762388,0.459312
aten::embedding,both,1,1,38,37,1057,545,2165.973,1251.128,0.010369,0.009737,-0.000632
aten::exp,both,1,1,33,33,1020,990,1709.827,1610.653,0.008185,0.012535,0.00435
aten::fill_,both,1,1,65,64,2544,811,2327.38,752.686,0.011142,0.005858,-0.005284
aten::full,both,1,1,1,1,204,198,198.277,191.328,0.000949,0.001489,0.00054
aten::gt,both,1,1,33,33,102,99,118.595,120.326,0.000568,0.000936,0.000369
aten::index,both,3,3,57,56,13721,7547,54682.16,32201.956,0.261779,0.250614,-0.011165
aten::masked_fill_,both,2,2,41,40,2077,1535,5553.544,4706.344,0.026586,0.036627,0.010041
aten::mean,both,1,1,152,148,138465,71395,373759.009,271399.706,1.789289,2.112189,0.3229
aten::mm,both,49,43,368,360,287759,148775,2451194.933,1515369.588,11.734555,11.793481,0.058926
aten::mul,both,3,3,494,481,561762,229990,1226821.499,746978.648,5.873137,5.813419,-0.059718
aten::pow,both,1,1,152,148,138464,71395,506580.695,372859.07,2.425143,2.901804,0.476661
aten::rsqrt,both,1,1,152,145,138467,71395,149996.777,77378.553,0.718076,0.602205,-0.115872
aten::scatter_,both,1,1,17,17,17,17,23.743,23.105,0.000114,0.00018,6.6e-05
aten::sigmoid,both,1,1,76,74,52850,27250,70255.153,39592.211,0.336331,0.308129,-0.028202
aten::silu,both,1,1,38,37,31710,16350,86144.392,64719.195,0.412397,0.503682,0.091285
aten::sub,both,2,2,204,202,28637,14811,33139.392,17453.558,0.158648,0.135834,-0.022814
aten::zero_,both,1,1,3,3,1320,1320,13953.516,14007.468,0.066799,0.109014,0.042215
aten::zeros,both,1,1,1,1,115948,59550,124588.152,68311.946,0.596438,0.531643,-0.064795
null,both,22,1,1,1,4363,2180,10883.531,5715.615,0.052103,0.044482,-0.00762
record_param_comms,both,1,1,64,64,1057,545,88637.958,46036.252,0.424335,0.358281,-0.066054
symm_mem::two_shot_all_reduce_,both,1,1,3,3,2673,2673,325831.507,882326.035,1.559846,6.86677,5.306924
triton_poi_fused___and_____or___add_bitwise_not_ge_lt_mul_sub_0,both,1,1,37,36,1056,544,1307.383,680.593,0.006259,0.005297,-0.000962
triton_poi_fused___and_____or___add_ge_lt_mul_sub_0,both,1,1,1,1,1,1,1.185,1.216,6e-06,9e-06,4e-06
triton_poi_fused___and_____or___bitwise_not_ge_lt_1,both,1,1,1,1,1,1,1.056,1.056,5e-06,8e-06,3e-06
vllm::moe_forward_shared,both,8,8,38,37,336435,172480,6701259.194,3624188.223,32.0808,28.205524,-3.875276
vllm::qwen_gdn_attention_core,both,6,6,38,37,65430,34650,1814348.393,1061192.345,8.685793,8.258811,-0.426981
vllm::unified_attention_with_output,both,2,2,38,37,20800,10570,1792531.217,1152327.841,8.581348,8.96808,0.386733
vllm::unified_kv_cache_update,both,1,1,38,37,10570,5450,24193.141,15688.961,0.115819,0.122101,0.006281
